																															Issued For Information	Issued For Information	Issued For Information	Issued For Information	Issued For Information	Issued For Information 	Issued For Information	Issued For Information	Issued For Information	Issued For Information	Issued For Information	Issued For Information	Issued For Information	Issued For Approval	Issued For Information	Issued For Information	Issued For Information	Issued For Information	Issued For Information	Issued For Information	Early Works
	SFS	COX	01	DR	AR	81	L1	06	ARCHITECTURAL SERVICES	STATUTORY SIGNAGE		CONCOURSE ZONE F	AR81L106	SFS-COX-01-DR-AR81L106	STATUTORY SIGNAGE - CONCOURSE ZONE F		SYDNEY	ARCHITECTURE/ILLUSTRATOR			0	1	200	A0	2D Drawing	Architectural	Design Development	L1 - Concourse	COX Architects	06 - Building Zone F																					
	SFS	COX	01	DR	AR	81	L2	01	ARCHITECTURAL SERVICES	STATUTORY SIGNAGE		LEVEL 2 ZONE A	AR81L201	SFS-COX-01-DR-AR81L201	STATUTORY SIGNAGE - LEVEL 2 ZONE A		SYDNEY	ARCHITECTURE/ILLUSTRATOR			0	1	200	A0	2D Drawing	Architectural	Design Development	L2 - Level 2	COX Architects	01 - Building Zone A																					
	SFS	COX	01	DR	AR	81	L2	02	ARCHITECTURAL SERVICES	STATUTORY SIGNAGE		LEVEL 2 ZONE B	AR81L202	SFS-COX-01-DR-AR81L202	STATUTORY SIGNAGE - LEVEL 2 ZONE B		SYDNEY	ARCHITECTURE/ILLUSTRATOR			0	1	200	A0	2D Drawing	Architectural	Design Development	L2 - Level 2	COX Architects	02 - Building Zone B																					
	SFS	COX	01	DR	AR	81	L2	03	ARCHITECTURAL SERVICES	STATUTORY SIGNAGE		LEVEL 2 ZONE C	AR81L203	SFS-COX-01-DR-AR81L203	STATUTORY SIGNAGE - LEVEL 2 ZONE C		SYDNEY	ARCHITECTURE/ILLUSTRATOR			0	1	200	A0	2D Drawing	Architectural	Design Development	L2 - Level 2	COX Architects	03 - Building Zone C																					
	SFS	COX	01	DR	AR	81	L2	04	ARCHITECTURAL SERVICES	STATUTORY SIGNAGE		LEVEL 2 ZONE D	AR81L204	SFS-COX-01-DR-AR81L204	STATUTORY SIGNAGE - LEVEL 2 ZONE D		SYDNEY	ARCHITECTURE/ILLUSTRATOR			0	1	200	A0	2D Drawing	Architectural	Design Development	L2 - Level 2	COX Architects	04 - Building Zone D																					
	SFS	COX	01	DR	AR	81	L3	05	ARCHITECTURAL SERVICES	STATUTORY SIGNAGE		LEVEL 2 ZONE E	AR81L305	SFS-COX-01-DR-AR81L305	STATUTORY SIGNAGE - LEVEL 2 ZONE E		SYDNEY	ARCHITECTURE/ILLUSTRATOR			0	1	200	A0	2D Drawing	Architectural	Design Development	L3 - Level 3	COX Architects	05 - Building Zone E																					
	SFS	COX	01	DR	AR	81	L4	06	ARCHITECTURAL SERVICES	STATUTORY SIGNAGE		LEVEL 2 ZONE F	AR81L406	SFS-COX-01-DR-AR81L406	STATUTORY SIGNAGE - LEVEL 2 ZONE F		SYDNEY	ARCHITECTURE/ILLUSTRATOR			0	1	200	A0	2D Drawing	Architectural	Design Development	L4 - Level 4	COX Architects	06 - Building Zone F																					
	SFS	COX	01	DR	AR	81	L3	01	ARCHITECTURAL SERVICES	STATUTORY SIGNAGE		LEVEL 3 ZONE A	AR81L301	SFS-COX-01-DR-AR81L301	STATUTORY SIGNAGE - LEVEL 3 ZONE A		SYDNEY	ARCHITECTURE/ILLUSTRATOR			0	1	200	A0	2D Drawing	Architectural	Design Development	L3 - Level 3	COX Architects	01 - Building Zone A																					
	SFS	COX	01	DR	AR	81	L3	02	ARCHITECTURAL SERVICES	STATUTORY SIGNAGE		LEVEL 3 ZONE B	AR81L302	SFS-COX-01-DR-AR81L302	STATUTORY SIGNAGE - LEVEL 3 ZONE B		SYDNEY	ARCHITECTURE/ILLUSTRATOR			0	1	200	A0	2D Drawing	Architectural	Design Development	L3 - Level 3	COX Architects	02 - Building Zone B																					
	SFS	COX	01	DR	AR	81	L3	03	ARCHITECTURAL SERVICES	STATUTORY SIGNAGE		LEVEL 3 ZONE C	AR81L303	SFS-COX-01-DR-AR81L303	STATUTORY SIGNAGE - LEVEL 3 ZONE C		SYDNEY	ARCHITECTURE/ILLUSTRATOR			0	1	200	A0	2D Drawing	Architectural	Design Development	L3 - Level 3	COX Architects	03 - Building Zone C																					
	SFS	COX	01	DR	AR	81	L3	04	ARCHITECTURAL SERVICES	STATUTORY SIGNAGE		LEVEL 3 ZONE D	AR81L304	SFS-COX-01-DR-AR81L304	STATUTORY SIGNAGE - LEVEL 3 ZONE D		SYDNEY	ARCHITECTURE/ILLUSTRATOR			0	1	200	A0	2D Drawing	Architectural	Design Development	L3 - Level 3	COX Architects	04 - Building Zone D																					
	SFS	COX	01	DR	AR	81	L4	05	ARCHITECTURAL SERVICES	STATUTORY SIGNAGE		LEVEL 3 ZONE E	AR81L405	SFS-COX-01-DR-AR81L405	STATUTORY SIGNAGE - LEVEL 3 ZONE E		SYDNEY	ARCHITECTURE/ILLUSTRATOR			0	1	200	A0	2D Drawing	Architectural	Design Development	L4 - Level 4	COX Architects	05 - Building Zone E																					
	SFS	COX	01	DR	AR	81	L5	06	ARCHITECTURAL SERVICES	STATUTORY SIGNAGE		LEVEL 3 ZONE F	AR81L506	SFS-COX-01-DR-AR81L506	STATUTORY SIGNAGE - LEVEL 3 ZONE F		SYDNEY	ARCHITECTURE/ILLUSTRATOR			0	1	200	A0	2D Drawing	Architectural	Design Development	L5 - Level 5	COX Architects	06 - Building Zone F																					
	SFS	COX	01	DR	AR	81	L4	01	ARCHITECTURAL SERVICES	STATUTORY SIGNAGE		LEVEL 4 ZONE A	AR81L401	SFS-COX-01-DR-AR81L401	STATUTORY SIGNAGE - LEVEL 4 ZONE A		SYDNEY	ARCHITECTURE/ILLUSTRATOR			0	1	200	A0	2D Drawing	Architectural	Design Development	L4 - Level 4	COX Architects	01 - Building Zone A																					
	SFS	COX	01	DR	AR	81	L4	02	ARCHITECTURAL SERVICES	STATUTORY SIGNAGE		LEVEL 4 ZONE B	AR81L402	SFS-COX-01-DR-AR81L402	STATUTORY SIGNAGE - LEVEL 4 ZONE B		SYDNEY	ARCHITECTURE/ILLUSTRATOR			0	1	200	A0	2D Drawing	Architectural	Design Development	L4 - Level 4	COX Architects	02 - Building Zone B																					
	SFS	COX	01	DR	AR	81	L4	03	ARCHITECTURAL SERVICES	STATUTORY SIGNAGE		LEVEL 4 ZONE C	AR81L403	SFS-COX-01-DR-AR81L403	STATUTORY SIGNAGE - LEVEL 4 ZONE C		SYDNEY	ARCHITECTURE/ILLUSTRATOR			0	1	200	A0	2D Drawing	Architectural	Design Development	L4 - Level 4	COX Architects	03 - Building Zone C																					
	SFS	COX	01	DR	AR	81	L4	04	ARCHITECTURAL SERVICES	STATUTORY SIGNAGE		LEVEL 4 ZONE D	AR81L404	SFS-COX-01-DR-AR81L404	STATUTORY SIGNAGE - LEVEL 4 ZONE D		SYDNEY	ARCHITECTURE/ILLUSTRATOR			0	1	200	A0	2D Drawing	Architectural	Design Development	L4 - Level 4	COX Architects	04 - Building Zone D																					
	SFS	COX	01	DR	AR	81	L5	05	ARCHITECTURAL SERVICES	STATUTORY SIGNAGE		LEVEL 4 ZONE E	AR81L505	SFS-COX-01-DR-AR81L505	STATUTORY SIGNAGE - LEVEL 4 ZONE E		SYDNEY	ARCHITECTURE/ILLUSTRATOR			0	1	200	A0	2D Drawing	Architectural	Design Development	L5 - Level 5	COX Architects	05 - Building Zone E																					
	SFS	COX	01	DR	AR	81	L6	06	ARCHITECTURAL SERVICES	STATUTORY SIGNAGE		LEVEL 4 ZONE F	AR81L606	SFS-COX-01-DR-AR81L606	STATUTORY SIGNAGE - LEVEL 4 ZONE F		SYDNEY	ARCHITECTURE/ILLUSTRATOR			0	1	200	A0	2D Drawing	Architectural	Design Development	#N/A	COX Architects	06 - Building Zone F																					
	SFS	COX	01	DR	AR	81	B1	04	ARCHITECTURAL SERVICES	STATUTORY SIGNAGE		LOWER BASEMENT ZONE D	AR81B104	SFS-COX-01-DR-AR81B104	STATUTORY SIGNAGE - LOWER BASEMENT ZONE D		SYDNEY	ARCHITECTURE/ILLUSTRATOR			0	1	200	A0	2D Drawing	Architectural	Design Development	B1 - Lower Basement	COX Architects	04 - Building Zone D																					
	SFS	COX	01	DR	AR	82	XX	~01	ARCHITECTURAL SERVICES	SIGN SCHEMATIC DETAIL		SHEET 01 	AR82XX01	SFS-COX-01-DR-AR82XX01	SIGN SCHEMATIC DETAIL - SHEET 01 		SYDNEY	ARCHITECTURE/ILLUSTRATOR			0	1		A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	DR	AR	82	XX	~02	ARCHITECTURAL SERVICES	SIGN SCHEMATIC DETAIL		SHEET 02	AR82XX02	SFS-COX-01-DR-AR82XX02	SIGN SCHEMATIC DETAIL - SHEET 02		SYDNEY	ARCHITECTURE/ILLUSTRATOR			0	1		A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	DR	AR	83	ZZ	00	ARCHITECTURAL SERVICES	BAY NUMBERING		-	AR83ZZ00	SFS-COX-01-DR-AR83ZZ00	BAY NUMBERING		SYDNEY	ARCHITECTURE/ILLUSTRATOR			0	1		A0	2D Drawing	Architectural	Design Development	ZZ - Multiple Level	COX Architects	00 - Whole Site																					
	SFS	COX	01	DR	AR	84	XX	~01	ARCHITECTURAL SERVICES	FACADE AXONOMETRIC		SHEET 01	AR84XX01	SFS-COX-01-DR-AR84XX01	FACADE AXONOMETRIC - SHEET 01		MELBOURNE	FACADE			2	3		A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence			X																		
	SFS	COX	01	DR	AR	84	XX	~02	ARCHITECTURAL SERVICES	FACADE AXONOMETRIC		SHEET 02	AR84XX02	SFS-COX-01-DR-AR84XX02	FACADE AXONOMETRIC - SHEET 02		MELBOURNE	FACADE			2	3		A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence			X																		
	SFS	COX	01	RD	AR	90	L0	~01	ARCHITECTURAL SERVICES	ROOM DATA SHEET		BASEMENT	AR90L001	SFS-COX-01-RD-AR90L001	ROOM DATA SHEET - BASEMENT		SYDNEY	ARCHITECTURE			0	1		A3	Room Data Sheet	Architectural	Design Development	L0 - Basement	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	RD	AR	90	L1	~02	ARCHITECTURAL SERVICES	ROOM DATA SHEET		CONCOURSE	AR90L102	SFS-COX-01-RD-AR90L102	ROOM DATA SHEET - CONCOURSE		SYDNEY	ARCHITECTURE			0	1		A3	Room Data Sheet	Architectural	Design Development	L1 - Concourse	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	RD	AR	90	L1M	~03	ARCHITECTURAL SERVICES	ROOM DATA SHEET		CONCOURSE MEZZANINE	AR90L1M03	SFS-COX-01-RD-AR90L1M03	ROOM DATA SHEET - CONCOURSE MEZZANINE		SYDNEY	ARCHITECTURE			0	1		A3	Room Data Sheet	Architectural	Design Development	L1M - Concourse Mezzanine	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	RD	AR	90	L2	~04	ARCHITECTURAL SERVICES	ROOM DATA SHEET		LEVEL 2	AR90L204	SFS-COX-01-RD-AR90L204	ROOM DATA SHEET - LEVEL 2		SYDNEY	ARCHITECTURE			0	1		A3	Room Data Sheet	Architectural	Design Development	L2 - Level 2	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	RD	AR	90	L3	~05	ARCHITECTURAL SERVICES	ROOM DATA SHEET		LEVEL 3	AR90L305	SFS-COX-01-RD-AR90L305	ROOM DATA SHEET - LEVEL 3		SYDNEY	ARCHITECTURE			0	1		A3	Room Data Sheet	Architectural	Design Development	L3 - Level 3	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	RD	AR	90	L4	~06	ARCHITECTURAL SERVICES	ROOM DATA SHEET		LEVEL 4	AR90L406	SFS-COX-01-RD-AR90L406	ROOM DATA SHEET - LEVEL 4		SYDNEY	ARCHITECTURE			0	1		A3	Room Data Sheet	Architectural	Design Development	L4 - Level 4	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	RD	AR	90	L5	~07	ARCHITECTURAL SERVICES	ROOM DATA SHEET		LEVEL 5	AR90L507	SFS-COX-01-RD-AR90L507	ROOM DATA SHEET - LEVEL 5		SYDNEY	ARCHITECTURE			0	1		A3	Room Data Sheet	Architectural	Design Development	L5 - Level 5	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	SH	AR	90	XX	~08	ARCHITECTURAL SERVICES	ROOM DATA SHEET		SCHEDULE OF ACCOMMODATION	AR90XX08	SFS-COX-01-SH-AR90XX08	ROOM DATA SHEET - SCHEDULE OF ACCOMMODATION		SYDNEY	ARCHITECTURE			0	1		A3	Room Data Sheet	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	RD	AR	90	XX	~09	ARCHITECTURAL SERVICES	ROOM DATA SHEET		ROOM DATA	AR90XX09	SFS-COX-01-RD-AR90XX09	ROOM DATA SHEET - ROOM DATA		SYDNEY	ARCHITECTURE			0	1		-	Room Data Sheet	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence															X						
	SFS	COX	01	SH	AR	91	XX	~01	ARCHITECTURAL SERVICES	DOOR SCHEDULES		HARDWARE	AR91XX01	SFS-COX-01-SH-AR91XX01	DOOR SCHEDULES - HARDWARE		SYDNEY	ARCHITECTURE			0	1			Schedule	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	SH	AR	91	XX	~02	ARCHITECTURAL SERVICES	DOOR SCHEDULES		SHEET 01	AR91XX02	SFS-COX-01-SH-AR91XX02	DOOR SCHEDULES - SHEET 01		SYDNEY	ARCHITECTURE			1	2			Schedule	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence															X						
	SFS	COX	01	SH	AR	91	XX	~03	ARCHITECTURAL SERVICES	DOOR SCHEDULES		SHEET 02	AR91XX03	SFS-COX-01-SH-AR91XX03	DOOR SCHEDULES - SHEET 02		SYDNEY	ARCHITECTURE			0	1			Schedule	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	SH	AR	91	XX	~04	ARCHITECTURAL SERVICES	DOOR SCHEDULES		SHEET 03	AR91XX04	SFS-COX-01-SH-AR91XX04	DOOR SCHEDULES - SHEET 03		SYDNEY	ARCHITECTURE			0	1			Schedule	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	SH	AR	92	XX	~01	ARCHITECTURAL SERVICES	WINDOW SCHEDULE		SHEET 01	AR92XX01	SFS-COX-01-SH-AR92XX01	WINDOW SCHEDULE - SHEET 01		SYDNEY	ARCHITECTURE			1	2			Schedule	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence															X						
	SFS	COX	01	SH	AR	93	XX	~01	ARCHITECTURAL SERVICES	LOUVRE SCHEDULE		SHEET 01	AR93XX01	SFS-COX-01-SH-AR93XX01	LOUVRE SCHEDULE - SHEET 01		SYDNEY	ARCHITECTURE			1	2			Schedule	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence															X						
	SFS	COX	01	SH	AR	94	XX	~01	ARCHITECTURAL SERVICES	SUPERSEDED DRAWING REGISTER SCHEDULE		-	AR94XX01	SFS-COX-01-SH-AR94XX01	SUPERSEDED DRAWING REGISTER SCHEDULE		SYDNEY	ARCHITECTURE			1	2			Schedule	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence															X						
	SFS	COX	01	SH	AR	95	XX	~01	ARCHITECTURAL SERVICES	INTERIOR FINISHES		AMENITY AND F&B	AR95XX01	SFS-COX-01-SH-AR95XX01	INTERIOR FINISHES - AMENITY AND F&B		SYDNEY				1	2			Schedule	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence															X						
	SFS	COX	01	SH	AR	95	XX	~02	ARCHITECTURAL SERVICES	INTERIOR FINISHES		FF&E SCHEDULE SHEET 01	AR95XX02	SFS-COX-01-SH-AR95XX02	INTERIOR FINISHES - FF&E SCHEDULE SHEET 01		SYDNEY				1	2			Schedule	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence															X						
	SFS	COX	01	SH	AR	95	XX	~03	ARCHITECTURAL SERVICES	INTERIOR FINISHES		FF&E SCHEDULE SHEET 02	AR95XX03	SFS-COX-01-SH-AR95XX03	INTERIOR FINISHES - FF&E SCHEDULE SHEET 02		SYDNEY				0	1			Schedule	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	SH	AR	95	XX	~04	ARCHITECTURAL SERVICES	INTERIOR FINISHES		FINISHES SCHEDULE SHEET 01	AR95XX04	SFS-COX-01-SH-AR95XX04	INTERIOR FINISHES - FINISHES SCHEDULE SHEET 01		SYDNEY				1	2			Schedule	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence															X						
	SFS	COX	01	SH	AR	95	XX	~05	ARCHITECTURAL SERVICES	INTERIOR FINISHES		FINISHES SCHEDULE SHEET 02	AR95XX05	SFS-COX-01-SH-AR95XX05	INTERIOR FINISHES - FINISHES SCHEDULE SHEET 02		SYDNEY				0	1			Schedule	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	SH	AR	95	XX	~06	ARCHITECTURAL SERVICES	INTERIOR FINISHES		FURNITURE SCHEDULE	AR95XX06	SFS-COX-01-SH-AR95XX06	INTERIOR FINISHES - FURNITURE SCHEDULE		SYDNEY				0	1			Schedule	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	SH	AR	96	XX	~01	ARCHITECTURAL SERVICES	SIGNAGE SCHEDULE		-	AR96XX01	SFS-COX-01-SH-AR96XX01	SIGNAGE SCHEDULE		SYDNEY				0	1			Schedule	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	SH	AR	98	XX	~01	ARCHITECTURAL SERVICES	MISCELLANEOUS METALWORK SCHEDULE		-	AR98XX01	SFS-COX-01-SH-AR98XX01	MISCELLANEOUS METALWORK SCHEDULE		SYDNEY				0	1			Schedule	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	M3	AR	00	XX	~14	ARCHITECTURAL SERVICES	REVIT MODEL		ARCHITECTURAL BOWL	AR00XX14	SFS-COX-01-M3-AR00XX14	REVIT MODEL - ARCHITECTURAL BOWL				1		4	5	-	-	3D Model	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence															X			X	X		
	SFS	COX	01	M3	AR	00	XX	~13	ARCHITECTURAL SERVICES	REVIT MODEL		ARCHITECTURAL FACADE	AR00XX13	SFS-COX-01-M3-AR00XX13	REVIT MODEL - ARCHITECTURAL FACADE				1		4	5	-	-	3D Model	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence															X			X	X		
	SFS	COX	01	M3	AR	00	XX	~11	ARCHITECTURAL SERVICES	REVIT MODEL		ARCHITECTURAL MAIN	AR00XX11	SFS-COX-01-M3-AR00XX11	REVIT MODEL - ARCHITECTURAL MAIN				1		4	5	-	-	3D Model	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence															X			X	X		
	SFS	COX	01	M3	AR	00	XX	~12	ARCHITECTURAL SERVICES	REVIT MODEL		ARCHITECTURAL PODIUM	AR00XX12	SFS-COX-01-M3-AR00XX12	REVIT MODEL - ARCHITECTURAL PODIUM				1		4	5	-	-	3D Model	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence															X			X	X		
	SFS	COX	01	M3	AR	00	XX	~15	ARCHITECTURAL SERVICES	REVIT MODEL		ARCHITECTURAL ROOF	AR00XX15	SFS-COX-01-M3-AR00XX15	REVIT MODEL - ARCHITECTURAL ROOF				1		4	5	-	-	3D Model	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence															X			X	X		
	SFS	COX	01	M3	AR	00	XX	~02	ARCHITECTURAL SERVICES	REVIT MODEL		ARCHITECTURAL SITE	AR00XX02	SFS-COX-01-M3-AR00XX02	REVIT MODEL - ARCHITECTURAL SITE				1		4	5	-	-	3D Model	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence															X			X	X		
	SFS	COX	01	M3	ST	00	XX	~01	ARCHITECTURAL SERVICES	REVIT MODEL		ARCHITECTURAL STRUCTURE	ST00XX01	SFS-COX-01-M3-ST00XX01	REVIT MODEL - ARCHITECTURAL STRUCTURE				1		4	5	-	-	3D Model	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence															X			X	X		
	SFS	COX	01	M3	AR	00	XX	~01	ARCHITECTURAL SERVICES	REVIT MODEL		MASTER CONTROL FILE	AR00XX01	SFS-COX-01-M3-AR00XX01	REVIT MODEL - MASTER CONTROL FILE				1		4	5	-	-	3D Model	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence															X			X	X		
									ARCHITECTURAL SERVICES						 - 						18	19				Architectural	Design Development	#N/A	COX Architects	#N/A																					
									ARCHITECTURAL SERVICES						 - 						18	19				Architectural	Design Development	#N/A	COX Architects	#N/A																					
									ARCHITECTURAL SERVICES						 - 						18	19				Architectural	Design Development	#N/A	COX Architects	#N/A																					
									ARCHITECTURAL SERVICES						 - 						18	19				Architectural	Design Development	#N/A	COX Architects	#N/A																					
									ARCHITECTURAL SERVICES						 - 						18	19				Architectural	Design Development	#N/A	COX Architects	#N/A																					
									ARCHITECTURAL SERVICES						 - 						18	19				Architectural	Design Development	#N/A	COX Architects	#N/A																					
									ARCHITECTURAL SERVICES						 - 						18	19				Architectural	Design Development	#N/A	COX Architects	#N/A																					
									ARCHITECTURAL SERVICES						 - 						#N/A	#N/A				Architectural	Design Development	#N/A	COX Architects	#N/A																					
									ARCHITECTURAL SERVICES						 - 						#N/A	#N/A				Architectural	Design Development	#N/A	COX Architects	#N/A																					
									ARCHITECTURAL SERVICES						 - 						#N/A	#N/A				Architectural	Design Development	#N/A	COX Architects	#N/A																					
									ARCHITECTURAL SERVICES						 - 						#N/A	#N/A				Architectural	Design Development	#N/A	COX Architects	#N/A																					
									ARCHITECTURAL SERVICES						 - 						#N/A	#N/A				Architectural	Design Development	#N/A	COX Architects	#N/A																					
									ARCHITECTURAL SERVICES						 - 						#N/A	#N/A				Architectural	Design Development	#N/A	COX Architects	#N/A																					
									ARCHITECTURAL SERVICES						 - 						#N/A	#N/A				Architectural	Design Development	#N/A	COX Architects	#N/A																					
									ARCHITECTURAL SERVICES						 - 						#N/A	#N/A				Architectural	Design Development	#N/A	COX Architects	#N/A																					
									ARCHITECTURAL SERVICES						 - 						#N/A	#N/A				Architectural	Design Development	#N/A	COX Architects	#N/A																					
									ARCHITECTURAL SERVICES						 - 						#N/A	#N/A				Architectural	Design Development	#N/A	COX Architects	#N/A																					
									ARCHITECTURAL SERVICES						 - 						#N/A	#N/A				Architectural	Design Development	#N/A	COX Architects	#N/A																					
									ARCHITECTURAL SERVICES						 - 						#N/A	#N/A				Architectural	Design Development	#N/A	COX Architects	#N/A																					
									ARCHITECTURAL SERVICES						 - 						#N/A	#N/A				Architectural	Design Development	#N/A	COX Architects	#N/A																					
									ARCHITECTURAL SERVICES						 - 						#N/A	#N/A				Architectural	Design Development	#N/A	COX Architects	#N/A																					
									ARCHITECTURAL SERVICES						 - 						#N/A	#N/A				Architectural	Design Development	#N/A	COX Architects	#N/A																					
									ARCHITECTURAL SERVICES						 - 						#N/A	#N/A				Architectural	Design Development	#N/A	COX Architects	#N/A																					
									ARCHITECTURAL SERVICES						 - 						#N/A	#N/A				Architectural	Design Development	#N/A	COX Architects	#N/A																					
									ARCHITECTURAL SERVICES						 - 						#N/A	#N/A				Architectural	Design Development	#N/A	COX Architects	#N/A																					
									ARCHITECTURAL SERVICES						 - 						#N/A	#N/A				Architectural	Design Development	#N/A	COX Architects	#N/A																					
									ARCHITECTURAL SERVICES						 - 						#N/A	#N/A				Architectural	Design Development	#N/A	COX Architects	#N/A																					
									ARCHITECTURAL SERVICES						 - 						#N/A	#N/A				Architectural	Design Development	#N/A	COX Architects	#N/A																					
									ARCHITECTURAL SERVICES						 - 						#N/A	#N/A				Architectural	Design Development	#N/A	COX Architects	#N/A																					
									ARCHITECTURAL SERVICES						 - 						#N/A	#N/A				Architectural	Design Development	#N/A	COX Architects	#N/A																					
									ARCHITECTURAL SERVICES						 - 						#N/A	#N/A				Architectural	Design Development	#N/A	COX Architects	#N/A																					
									ARCHITECTURAL SERVICES						 - 						#N/A	#N/A				Architectural	Design Development	#N/A	COX Architects	#N/A																					
									ARCHITECTURAL SERVICES						 - 						#N/A	#N/A				Architectural	Design Development	#N/A	COX Architects	#N/A																					
									ARCHITECTURAL SERVICES						 - 						#N/A	#N/A				Architectural	Design Development	#N/A	COX Architects	#N/A																					
									ARCHITECTURAL SERVICES						 - 						#N/A	#N/A				Architectural	Design Development	#N/A	COX Architects	#N/A																					
									ARCHITECTURAL SERVICES						 - 						#N/A	#N/A				Architectural	Design Development	#N/A	COX Architects	#N/A																					
									ARCHITECTURAL SERVICES						 - 						#N/A	#N/A				Architectural	Design Development	#N/A	COX Architects	#N/A																					
									ARCHITECTURAL SERVICES						 - 						#N/A	#N/A				Architectural	Design Development	#N/A	COX Architects	#N/A																					
									ARCHITECTURAL SERVICES						 - 						#N/A	#N/A				Architectural	Design Development	#N/A	COX Architects	#N/A																					
